KO	Replicate	Depth	Layer	Sample	Element	General.Process	Specific.Process	Gene.products..enzymes	Gene.clusters	KEGG_Homologs_per_Gene_Cluster	KEGG_Description	KEGG_Metabolism	CPM
K03390	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K04561	9.4_A_4C	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	7
K04561	9.4_C_4A	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	11
K04561	9.4_A_4A	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	21
K04561	9.4_A_4D	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	15
K04561	9.4_B_4A	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	24
K04561	9.4_C_4B	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	8
K04561	9.4_C_4C	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	17
K04561	9.4_A_4B	9.0	Middle	9_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	18
K06118	9.4_A_4B	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	7
K06118	9.4_C_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	6
K06118	9.4_C_4C	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	11
K06118	9.4_A_4C	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	13
K06118	9.4_A_4D	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	7
K06118	9.4_C_4B	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	0
K06118	9.4_A_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	14
K06118	9.4_B_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	7
K06119	9.4_A_4D	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_A_4C	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_C_4C	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_A_4B	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_C_4B	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_C_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_A_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	9.4_B_4A	9.0	Middle	9_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K08902	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08903	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	8
K08903	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	2
K08903	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	6
K08904	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08927	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	6
K08927	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08928	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	6
K08929	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K09836	9.4_C_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_B_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_C_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_A_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_C_4C	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_A_4D	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_A_4A	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	9.4_A_4B	9.0	Middle	9_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K10535	9.4_C_4C	9.0	Middle	9_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	9.4_A_4B	9.0	Middle	9_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	9.4_A_4A	9.0	Middle	9_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	9.4_B_4A	9.0	Middle	9_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	9.4_C_4A	9.0	Middle	9_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
